Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,468,26.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED - WORKERS, MEASURED IN PCT OF FARM OPERATIONS",PRODUCERS,PRODUCERS: (GENDER = FEMALE),49,75.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED - WORKERS, MEASURED IN PCT OF FARM OPERATIONS",PRODUCERS,"PRODUCERS: (RACE = BLACK OR AFRICAN AMERICAN, ALONE OR COMBINED WITH OTHER RACES)",38,(H)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED - WORKERS, MEASURED IN PCT OF FARM OPERATIONS",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",50,37.1
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - EXPENSE, MEASURED IN $",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS),"21,373,000",20.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (1 HIRED WORKERS),160,47.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),"1,484",12.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (2 HIRED WORKERS),172,44.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),172,55
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),163,57.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS),"1,375",16.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS),776,26.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - NUMBER OF WORKERS",TOTAL,NOT SPECIFIED,"2,151",15.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (1 HIRED WORKERS),160,47.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),38,36.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (2 HIRED WORKERS),86,44.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),51,54.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),29,58.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS),197,35.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, GE 150 DAYS - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,364,28.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - EXPENSE, MEASURED IN $",LABOR,LABOR: (HIRED WORKERS LT 150 DAYS),"2,269,000",38.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (1 HIRED WORKERS),99,52.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),"1,956",29.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (2 HIRED WORKERS),126,52.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),140,65.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),99,73
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (HIRED WORKERS GE 150 DAYS & LT 150 DAYS),"1,970",29.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",LABOR,LABOR: (HIRED WORKERS LT 150 DAYS),450,42
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - NUMBER OF WORKERS",TOTAL,NOT SPECIFIED,"2,420",27.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (1 HIRED WORKERS),99,52.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (10 OR MORE HIRED WORKERS),47,42
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (2 HIRED WORKERS),63,52.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (3 TO 4 HIRED WORKERS),45,67.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (5 TO 9 HIRED WORKERS),17,75.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",LABOR,LABOR: (HIRED WORKERS LT 150 DAYS),104,40.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, HIRED, LT 150 DAYS - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,271,31.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, MIGRANT - NUMBER OF WORKERS",LABOR,LABOR: (INCL HIRED WORKERS),"2,958",30.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, MIGRANT - NUMBER OF WORKERS",LABOR,LABOR: (ONLY CONTRACT),508,(H)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, MIGRANT - NUMBER OF WORKERS",TOTAL,NOT SPECIFIED,"3,466",41.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, MIGRANT - OPERATIONS WITH WORKERS",LABOR,LABOR: (INCL HIRED WORKERS),76,41.1
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, MIGRANT - OPERATIONS WITH WORKERS",LABOR,LABOR: (ONLY CONTRACT),13,(H)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, MIGRANT - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,89,44.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, UNPAID - NUMBER OF WORKERS",TOTAL,NOT SPECIFIED,774,33.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,LABOR,"LABOR, UNPAID - OPERATIONS WITH WORKERS",TOTAL,NOT SPECIFIED,401,30.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,MILK,MILK - OPERATIONS WITH SALES,PRODUCERS,PRODUCERS: (GENDER = FEMALE),1,87.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,MILK,MILK - OPERATIONS WITH SALES,PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)",1,96.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,MILK,MILK - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,1,(H)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,MILK,"MILK - SALES, MEASURED IN $",PRODUCERS,PRODUCERS: (GENDER = FEMALE), (D),(D)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,MILK,"MILK - SALES, MEASURED IN $",PRODUCERS,"PRODUCERS: (RACE = WHITE, ALONE OR COMBINED WITH OTHER RACES)", (D),(D)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,MILK,"MILK - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,PACKING FACILITY,"PACKING FACILITY, CROPS, ON FARM - NUMBER OF OPERATIONS",TOTAL,NOT SPECIFIED,25,(H)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,RENT,"RENT, CASH, LAND & BUILDINGS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"13,060,000",15.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,RENT,"RENT, CASH, LAND & BUILDINGS - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,333,30.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,SEEDS,"SEEDS, FOR COVER CROPS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"469,000",22.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,SEEDS,"SEEDS, FOR COVER CROPS - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,119,58.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,SEEDS & PLANTS TOTALS,"SEEDS & PLANTS TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"18,943,000",15.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,SEEDS & PLANTS TOTALS,SEEDS & PLANTS TOTALS - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,446,30.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,SUPPLIES & REPAIRS,"SUPPLIES & REPAIRS, (EXCL LUBRICANTS) - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"29,465,000",14.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,SUPPLIES & REPAIRS,"SUPPLIES & REPAIRS, (EXCL LUBRICANTS) - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,869,20.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,TAXES,"TAXES, PROPERTY, REAL ESTATE & NON-REAL ESTATE, (EXCL PAID BY LANDLORD) - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,492,000",19.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SAMPSON,163,,,0,,TAXES,"TAXES, PROPERTY, REAL ESTATE & NON-REAL ESTATE, (EXCL PAID BY LANDLORD) - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,913,22.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, CUSTOM SERVICES FOR LIVESTOCK, INCL MEDICAL SUPPLIES & VETERINARY - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"281,000",23.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, CUSTOM SERVICES FOR LIVESTOCK, INCL MEDICAL SUPPLIES & VETERINARY - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,42,23.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, CUSTOMWORK - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,904,000",10.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, CUSTOMWORK - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,38,21.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, MACHINERY RENTAL - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"213,000",36.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, MACHINERY RENTAL - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,5,77.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, OTHER - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,712,000",18.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, OTHER - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,58,21.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, UTILITIES - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"869,000",12.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,AG SERVICES,"AG SERVICES, UTILITIES - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,68,21.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,708,000",8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,ANIMAL TOTALS,ANIMAL TOTALS - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,28,31.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS, (EXCL BREEDING) - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS, (EXCL BREEDING) - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,23,37.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS, BREEDING - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,ANIMAL TOTALS,"ANIMAL TOTALS, BREEDING - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,12,35.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,CHEMICAL TOTALS,"CHEMICAL TOTALS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,139,000",18.1
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,CHEMICAL TOTALS,CHEMICAL TOTALS - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,48,26.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,CROP TOTALS,CROP TOTALS - OPERATIONS WITH SALES,PRODUCERS,PRODUCERS: (GENDER = FEMALE),19,41.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,CROP TOTALS,CROP TOTALS - OPERATIONS WITH SALES,TOTAL,NOT SPECIFIED,62,27.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",PRODUCERS,PRODUCERS: (GENDER = FEMALE),"404,000",24.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,551,000",16.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,CROP TOTALS,"CROP TOTALS - SALES, MEASURED IN PCT OF FARM SALES",PRODUCERS,PRODUCERS: (GENDER = FEMALE),1,27.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,DEPRECIATION,"DEPRECIATION - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,382,000",15.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,DEPRECIATION,DEPRECIATION - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,62,21.2
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $",PRODUCERS,PRODUCERS: (GENDER = FEMALE),"16,789,000",11.1
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"74,818,000",7.7
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION",PRODUCERS,PRODUCERS: (GENDER = FEMALE),"349,773",39.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION",TOTAL,NOT SPECIFIED,"692,762",26.8
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,108,22
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING, PAID BY LANDLORD - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,EXPENSE TOTALS,"EXPENSE TOTALS, OPERATING, PAID BY LANDLORD - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,2,37
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"45,405,000",9.5
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,FEED,FEED - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,48,23
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,562,000",19.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,FERTILIZER TOTALS,"FERTILIZER TOTALS, INCL LIME & SOIL CONDITIONERS - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,53,24.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,FUELS,"FUELS, INCL LUBRICANTS - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,019,000",15.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,FUELS,"FUELS, INCL LUBRICANTS - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,104,21.9
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,INTEREST,"INTEREST - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"773,000",20.3
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,INTEREST,INTEREST - OPERATIONS WITH EXPENSE,TOTAL,NOT SPECIFIED,56,31.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,INTEREST,"INTEREST, NON-REAL ESTATE - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,"99,000",20.6
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,SCOTLAND,165,,,0,,INTEREST,"INTEREST, NON-REAL ESTATE - OPERATIONS WITH EXPENSE",TOTAL,NOT SPECIFIED,21,42.9
